CB,Cp,CM,CW,L_B,B_H,Speed_Length_Ratio,Froude_Number,LCB_Final,S_Wetted_Coeff,Alpha_e,L_V_3,Disp_(L/100)*3,Model_Number,stratify_col,Resistance_Coefficient_C
0.8,0.805,0.994,0.871,6.5,2.5,0.7,1.681,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.013
0.8,0.805,0.994,0.871,6.5,2.5,0.725,1.741,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.101
0.8,0.805,0.994,0.871,6.5,2.5,0.75,1.801,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.203
0.8,0.805,0.994,0.871,6.5,2.5,0.775,1.861,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.36
0.8,0.805,0.994,0.871,6.5,2.5,0.8,1.921,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.572
0.8,0.805,0.994,0.871,6.5,2.5,0.85,2.041,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.858
0.8,0.805,0.994,0.867,6.5,2.5,0.25,0.6,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.743
0.8,0.805,0.994,0.867,6.5,2.5,0.3,0.72,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.734
0.8,0.805,0.994,0.867,6.5,2.5,0.35,0.84,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.725
0.8,0.805,0.994,0.867,6.5,2.5,0.4,0.96,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.719
0.8,0.805,0.994,0.867,6.5,2.5,0.45,1.08,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.725
0.8,0.805,0.994,0.867,6.5,2.5,0.5,1.2,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.735
0.8,0.805,0.994,0.867,6.5,2.5,0.55,1.32,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.756
0.8,0.805,0.994,0.867,6.5,2.5,0.575,1.38,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.783
0.8,0.805,0.994,0.867,6.5,2.5,0.6,1.44,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.827
0.8,0.805,0.994,0.867,6.5,2.5,0.625,1.5,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.887
0.8,0.805,0.994,0.867,6.5,2.5,0.65,1.561,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.958
0.8,0.805,0.994,0.867,6.5,2.5,0.675,1.621,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.033
0.8,0.805,0.994,0.867,6.5,2.5,0.7,1.681,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.111
0.8,0.805,0.994,0.867,6.5,2.5,0.725,1.741,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.211
0.8,0.805,0.994,0.867,6.5,2.5,0.75,1.801,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.374
0.8,0.805,0.994,0.867,6.5,2.5,0.775,1.861,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.582
0.8,0.805,0.994,0.867,6.5,2.5,0.8,1.921,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.774
0.8,0.805,0.994,0.867,6.5,2.5,0.85,2.041,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,2.1
